,name,company,year,Price,kms_driven,fuel_type,image,Seating,logo
251,Santro Xing,Hyundai,2009,88000,43200,Petrol,Hyundai.png,5,Hyundai_logo.png
252,Santro Xing,Hyundai,2007,135000,42000,Petrol,Hyundai.png,5,Hyundai_logo.png
253,Santro Xing,Hyundai,2007,135000,47000,Petrol,Hyundai.png,5,Hyundai_logo.png
254,Santro Xing,Hyundai,2007,135000,46000,Petrol,Hyundai.png,7,Hyundai_logo.png
255,Santro Xing,Hyundai,2007,55000,65000,Petrol,Hyundai.png,7,Hyundai_logo.png
256,Santro Xing,Hyundai,2006,85000,60000,Petrol,Hyundai.png,7,Hyundai_logo.png
257,Santro Xing,Hyundai,2004,45000,137495,Petrol,Hyundai.png,5,Hyundai_logo.png
258,Sonata Transform,Hyundai,2017,190000,36469,Diesel,Hyundai.png,7,Hyundai_logo.png
259,Verna,Hyundai,2014,489999,44000,Diesel,Hyundai.png,7,Hyundai_logo.png
260,Verna 1.4,Hyundai,2014,375000,36000,Petrol,Hyundai.png,7,Hyundai_logo.png
261,Verna 1.6,Hyundai,2017,800000,12000,Petrol,Hyundai.png,7,Hyundai_logo.png
262,Verna 1.6,Hyundai,2016,195000,56000,Diesel,Hyundai.png,5,Hyundai_logo.png
263,Verna 1.6,Hyundai,2019,900000,2000,Petrol,Hyundai.png,5,Hyundai_logo.png
264,Verna 1.6,Hyundai,2018,855000,42000,Diesel,Hyundai.png,7,Hyundai_logo.png
265,Verna 1.6,Hyundai,2012,600000,29000,Diesel,Hyundai.png,7,Hyundai_logo.png
266,Verna Fluidic,Hyundai,2015,525000,35000,Diesel,Hyundai.png,5,Hyundai_logo.png
267,Verna Fluidic,Hyundai,2012,444999,40000,Diesel,Hyundai.png,5,Hyundai_logo.png
268,Verna Fluidic,Hyundai,2013,401000,45000,Diesel,Hyundai.png,5,Hyundai_logo.png
269,Verna Fluidic,Hyundai,2012,350000,10000,Diesel,Hyundai.png,5,Hyundai_logo.png
270,Verna Fluidic,Hyundai,2015,430000,73000,Diesel,Hyundai.png,5,Hyundai_logo.png
271,Verna Fluidic,Hyundai,2011,365000,43000,Diesel,Hyundai.png,5,Hyundai_logo.png
272,Verna Transform,Hyundai,2008,160000,45000,Petrol,Hyundai.png,5,Hyundai_logo.png
273,Verna VGT,Hyundai,2010,205000,47900,Diesel,Hyundai.png,5,Hyundai_logo.png
274,Xcent Base,Hyundai,2016,300000,140000,Diesel,Hyundai.png,5,Hyundai_logo.png
275,Xcent SX,Hyundai,2015,400000,43000,Diesel,Hyundai.png,5,Hyundai_logo.png
276,XE XE,Jaguar,2016,2800000,8500,Petrol,Jaguar.png,5,Jaguar_logo.png
277,XF 2.2,Jaguar,2013,2190000,29000,Diesel,Jaguar.png,5,Jaguar_logo.png
278,Wrangler Unlimited,Jeep,2015,950000,3528,Diesel,Jeep.png,7,Jeep_logo.png
279,Bolero DI,Mahindra,2017,180000,23452,Diesel,Mahindra.png,7,Mahindra_logo.png
280,Bolero DI,Mahindra,2012,220000,59466,Diesel,Mahindra.png,7,Mahindra_logo.png
281,Bolero Power,Mahindra,2018,699000,1800,Diesel,Mahindra.png,7,Mahindra_logo.png
282,Bolero SLE,Mahindra,2013,330000,80200,Diesel,Mahindra.png,7,Mahindra_logo.png
283,Jeep CL550,Mahindra,2006,425000,40,Diesel,Mahindra.png,7,Mahindra_logo.png
284,Jeep CL550,Mahindra,2019,379000,0,Diesel,Mahindra.png,7,Mahindra_logo.png
285,Jeep CL550,Mahindra,2018,385000,588,Diesel,Mahindra.png,7,Mahindra_logo.png
286,Jeep MM,Mahindra,2019,390000,60,Diesel,Mahindra.png,6,Mahindra_logo.png
287,Jeep MM,Mahindra,2006,425000,122,Diesel,Mahindra.png,6,Mahindra_logo.png
288,Jeep MM,Mahindra,2004,424000,383,Diesel,Mahindra.png,6,Mahindra_logo.png
289,KUV100,Mahindra,2017,360000,35000,Diesel,Mahindra.png,6,Mahindra_logo.png
290,KUV101,Mahindra,2016,380000,26500,Petrol,Mahindra.png,6,Mahindra_logo.png
291,KUV100 K8,Mahindra,2016,400000,20000,Diesel,Mahindra.png,6,Mahindra_logo.png
292,KUV100 K9,Mahindra,2018,560000,8000,Diesel,Mahindra.png,6,Mahindra_logo.png
293,KUV100 K10,Mahindra,2019,560000,2875,Petrol,Mahindra.png,6,Mahindra_logo.png
294,Logan,Mahindra,2009,130000,65000,Diesel,Mahindra.png,6,Mahindra_logo.png
295,Logan Diesel,Mahindra,2009,130000,66000,Petrol,Mahindra.png,6,Mahindra_logo.png
296,Quanto C4,Mahindra,2013,325000,63000,Diesel,Mahindra.png,7,Mahindra_logo.png
297,Quanto C8,Mahindra,2013,375000,20000,Diesel,Mahindra.png,7,Mahindra_logo.png
298,Quanto C9,Mahindra,2013,340000,37000,Diesel,Mahindra.png,7,Mahindra_logo.png
299,Quanto C10,Mahindra,2013,375000,20000,Diesel,Mahindra.png,7,Mahindra_logo.png
300,Quanto C11,Mahindra,2013,340000,37000,Diesel,Mahindra.png,7,Mahindra_logo.png
301,Quanto C12,Mahindra,2013,375000,20000,Diesel,Mahindra.png,7,Mahindra_logo.png
302,Quanto C13,Mahindra,2013,390000,40000,Diesel,Mahindra.png,7,Mahindra_logo.png
303,Scorpio,Mahindra,2015,984999,22000,Diesel,Mahindra.png,7,Mahindra_logo.png
304,Scorpio,Mahindra,2015,944999,45000,Diesel,Mahindra.png,7,Mahindra_logo.png
305,Scorpio,Mahindra,2013,574999,68000,Diesel,Mahindra.png,7,Mahindra_logo.png
306,Scorpio,Mahindra,2011,475000,60123,Diesel,Mahindra.png,7,Mahindra_logo.png
307,Scorpio 2.6,Mahindra,2007,220000,170000,Diesel,Mahindra.png,7,Mahindra_logo.png
308,Scorpio 2.6,Mahindra,2007,260000,56000,Diesel,Mahindra.png,7,Mahindra_logo.png
309,Scorpio 2.6,Mahindra,2004,175000,58000,Diesel,Mahindra.png,7,Mahindra_logo.png
310,Scorpio LX,Mahindra,2009,320000,95500,Diesel,Mahindra.png,7,Mahindra_logo.png
311,Scorpio S10,Mahindra,2016,350000,43000,Diesel,Mahindra.png,7,Mahindra_logo.png
312,Scorpio S10,Mahindra,2016,310000,39522,Diesel,Mahindra.png,7,Mahindra_logo.png
313,Scorpio S10,Mahindra,2015,250000,48508,Diesel,Mahindra.png,7,Mahindra_logo.png
314,Scorpio S11,Mahindra,2015,250000,48508,Diesel,Mahindra.png,7,Mahindra_logo.png
315,Scorpio S12,Mahindra,2015,395000,35000,Diesel,Mahindra.png,7,Mahindra_logo.png
316,Scorpio S13,Mahindra,2015,900000,97200,Diesel,Mahindra.png,7,Mahindra_logo.png
317,Scorpio S14,Mahindra,2015,900000,97200,Diesel,Mahindra.png,7,Mahindra_logo.png
318,Scorpio S15,Mahindra,2015,900000,97200,Diesel,Mahindra.png,7,Mahindra_logo.png
319,Scorpio S16,Mahindra,2015,900000,97200,Diesel,Mahindra.png,7,Mahindra_logo.png
320,Scorpio S17,Mahindra,2015,900000,97200,Diesel,Mahindra.png,7,Mahindra_logo.png
321,Scorpio S4,Mahindra,2015,865000,30000,Diesel,Mahindra.png,7,Mahindra_logo.png
322,Scorpio S5,Mahindra,2015,855000,30000,Diesel,Mahindra.png,7,Mahindra_logo.png
323,Scorpio S6,Mahindra,2015,855000,30000,Diesel,Mahindra.png,7,Mahindra_logo.png
324,Scorpio S7,Mahindra,2015,865000,30000,Diesel,Mahindra.png,7,Mahindra_logo.png
325,Scorpio S8,Mahindra,2015,795000,63000,Diesel,Mahindra.png,7,Mahindra_logo.png
326,Scorpio SLE,Mahindra,2015,320000,48660,Diesel,Mahindra.png,7,Mahindra_logo.png
327,Scorpio SLE,Mahindra,2012,570000,19000,Diesel,Mahindra.png,7,Mahindra_logo.png
328,Scorpio SLE,Mahindra,2012,565000,62000,Diesel,Mahindra.png,7,Mahindra_logo.png
329,Scorpio SLX,Mahindra,2007,355000,75000,Diesel,Mahindra.png,7,Mahindra_logo.png
330,Scorpio SLX,Mahindra,2008,300000,70000,Diesel,Mahindra.png,7,Mahindra_logo.png
331,Scorpio SLX,Mahindra,2004,175000,60000,Diesel,Mahindra.png,7,Mahindra_logo.png
332,Scorpio SLX,Mahindra,2008,285000,80000,Diesel,Mahindra.png,7,Mahindra_logo.png
333,Scorpio VLX,Mahindra,2014,699000,50000,Diesel,Mahindra.png,7,Mahindra_logo.png
334,Scorpio VLX,Mahindra,2011,499999,66000,Diesel,Mahindra.png,7,Mahindra_logo.png
335,Scorpio VLX,Mahindra,2004,230000,160000,Diesel,Mahindra.png,7,Mahindra_logo.png
336,Scorpio VLX,Mahindra,2013,610000,35000,Diesel,Mahindra.png,7,Mahindra_logo.png
337,Scorpio VLX,Mahindra,2013,690000,75000,Diesel,Mahindra.png,7,Mahindra_logo.png
338,Scorpio VLX,Mahindra,2014,650000,77000,Diesel,Mahindra.png,7,Mahindra_logo.png
339,Scorpio W,Mahindra,2012,165000,65000,Diesel,Mahindra.png,7,Mahindra_logo.png
340,Thar CRDe,Mahindra,2016,730000,29000,Diesel,Mahindra.png,4,Mahindra_logo.png
341,TUV300 T4,Mahindra,2016,675000,9000,Diesel,Mahindra.png,7,Mahindra_logo.png
342,TUV300 T4,Mahindra,2017,610000,68000,Diesel,Mahindra.png,7,Mahindra_logo.png
343,TUV300 T4,Mahindra,2016,540000,35000,Diesel,Mahindra.png,7,Mahindra_logo.png
344,TUV300 T4,Mahindra,2016,540000,29500,Diesel,Mahindra.png,7,Mahindra_logo.png
345,TUV300 T8,Mahindra,2018,1000000,4500,Diesel,Mahindra.png,7,Mahindra_logo.png
346,XUV500,Mahindra,2014,699999,52000,Diesel,Mahindra.png,5,Mahindra_logo.png
347,XUV501,Mahindra,2014,649999,47000,Diesel,Mahindra.png,6,Mahindra_logo.png
348,XUV502,Mahindra,2013,689999,80000,Diesel,Mahindra.png,6,Mahindra_logo.png
349,XUV503,Mahindra,2015,1000000,15000,Diesel,Mahindra.png,6,Mahindra_logo.png
350,XUV504,Mahindra,2016,1130000,72000,Diesel,Mahindra.png,6,Mahindra_logo.png
351,XUV500 W10,Mahindra,2018,1299000,40000,Diesel,Mahindra.png,7,Mahindra_logo.png
352,XUV500 W11,Mahindra,2016,1065000,41000,Diesel,Mahindra.png,7,Mahindra_logo.png
353,XUV500 W6,Mahindra,2013,548900,49800,Diesel,Mahindra.png,7,Mahindra_logo.png
354,XUV500 W7,Mahindra,2013,549900,52800,Diesel,Mahindra.png,7,Mahindra_logo.png
355,XUV500 W8,Mahindra,2013,701000,38000,Diesel,Mahindra.png,7,Mahindra_logo.png
356,XUV500 W9,Mahindra,2012,560000,100000,Diesel,Mahindra.png,7,Mahindra_logo.png
357,XUV500 W10,Mahindra,2015,900000,28600,Diesel,Mahindra.png,7,Mahindra_logo.png
358,XUV500 W11,Mahindra,2015,899000,53000,Diesel,Mahindra.png,7,Mahindra_logo.png
359,Xylo D2,Mahindra,2011,390000,48000,Diesel,Mahindra.png,7,Mahindra_logo.png
360,Xylo D3,Mahindra,2011,390000,56000,Diesel,Mahindra.png,7,Mahindra_logo.png
361,Xylo D4,Mahindra,2009,300000,62000,Diesel,Mahindra.png,7,Mahindra_logo.png
362,Xylo E4,Mahindra,2012,400000,35000,Diesel,Mahindra.png,7,Mahindra_logo.png
363,Xylo E5,Mahindra,2012,400000,35000,Diesel,Mahindra.png,7,Mahindra_logo.png
364,Xylo E8,Mahindra,2009,295000,64000,Diesel,Mahindra.png,7,Mahindra_logo.png
365,Xylo E9,Mahindra,2011,365000,43000,Diesel,Mahindra.png,7,Mahindra_logo.png
366,Xylo E10,Mahindra,2010,375000,40000,Diesel,Mahindra.png,7,Mahindra_logo.png
367,800,Maruti Suzuki,2001,55000,81876,Petrol,Maruti.png,4,Maruti_logo.png
368,800,Maruti Suzuki,2000,30000,33400,Petrol,Maruti.png,4,Maruti_logo.png
369,A,Maruti Suzuki,2011,189500,12500,Petrol,Maruti.png,4,Maruti_logo.png
370,Alto,Maruti Suzuki,2015,250000,60000,Petrol,Maruti.png,4,Maruti_logo.png
371,Alto,Maruti Suzuki,2014,160000,35550,Petrol,Maruti.png,4,Maruti_logo.png
372,Alto,Maruti Suzuki,2015,75000,39000,Petrol,Maruti.png,4,Maruti_logo.png
373,Alto,Maruti Suzuki,2017,190000,72000,Petrol,Maruti.png,4,Maruti_logo.png
374,Alto,Maruti Suzuki,2008,95000,70000,Petrol,Maruti.png,4,Maruti_logo.png
375,Alto,Maruti Suzuki,2012,155000,14000,Petrol,Maruti.png,4,Maruti_logo.png
376,Alto,Maruti Suzuki,2017,350000,5600,Petrol,Maruti.png,4,Maruti_logo.png
377,Alto,Maruti Suzuki,2018,200000,7500,Petrol,Maruti.png,4,Maruti_logo.png
378,Alto,Maruti Suzuki,2015,220000,38000,Petrol,Maruti.png,4,Maruti_logo.png
379,Alto,Maruti Suzuki,2018,310000,3000,Petrol,Maruti.png,4,Maruti_logo.png
380,Alto,Maruti Suzuki,2011,145000,41000,Petrol,Maruti.png,4,Maruti_logo.png
381,Alto,Maruti Suzuki,2013,125000,39000,Petrol,Maruti.png,4,Maruti_logo.png
382,Alto,Maruti Suzuki,2010,135000,34580,Petrol,Maruti.png,4,Maruti_logo.png
383,Alto,Maruti Suzuki,2015,219000,5000,Petrol,Maruti.png,4,Maruti_logo.png
384,Alto,Maruti Suzuki,2015,265000,12000,Petrol,Maruti.png,4,Maruti_logo.png
385,Alto,Maruti Suzuki,2017,240000,60000,Petrol,Maruti.png,4,Maruti_logo.png
386,Alto,Maruti Suzuki,2011,155000,32000,Petrol,Maruti.png,4,Maruti_logo.png
387,Alto,Maruti Suzuki,2014,270000,22000,Petrol,Maruti.png,4,Maruti_logo.png
388,Alto,Maruti Suzuki,2015,230000,5000,Petrol,Maruti.png,4,Maruti_logo.png
389,Alto,Maruti Suzuki,2010,99000,22134,Petrol,Maruti.png,4,Maruti_logo.png
390,Alto,Maruti Suzuki,2015,90000,55800,Petrol,Maruti.png,4,Maruti_logo.png
391,Alto,Maruti Suzuki,2010,110000,55000,Petrol,Maruti.png,4,Maruti_logo.png
392,Alto,Maruti Suzuki,2014,199000,37000,Petrol,Maruti.png,4,Maruti_logo.png
393,Alto,Maruti Suzuki,2019,265000,9800,Petrol,Maruti.png,4,Maruti_logo.png
394,Alto,Maruti Suzuki,2017,280000,6200,Petrol,Maruti.png,4,Maruti_logo.png
395,Alto,Maruti Suzuki,2009,90000,62000,Petrol,Maruti.png,4,Maruti_logo.png
396,Alto,Maruti Suzuki,2017,360000,9400,Petrol,Maruti.png,4,Maruti_logo.png
397,Alto,Maruti Suzuki,2017,270000,21000,Petrol,Maruti.png,4,Maruti_logo.png
398,Alto,Maruti Suzuki,2016,270000,38000,Petrol,Maruti.png,4,Maruti_logo.png
399,Alto,Maruti Suzuki,2013,240000,20000,Petrol,Maruti.png,4,Maruti_logo.png
400,Alto,Maruti Suzuki,2015,215000,50000,Petrol,Maruti.png,4,Maruti_logo.png
401,Alto,Maruti Suzuki,2015,265000,14000,Petrol,Maruti.png,4,Maruti_logo.png
402,Alto,Maruti Suzuki,2003,42000,60000,Petrol,Maruti.png,4,Maruti_logo.png
403,Alto,Maruti Suzuki,2005,70000,47000,Petrol,Maruti.png,4,Maruti_logo.png
404,Alto,Maruti Suzuki,2005,100000,40000,Petrol,Maruti.png,4,Maruti_logo.png
405,Alto,Maruti Suzuki,2017,225000,12500,Petrol,Maruti.png,4,Maruti_logo.png
406,Alto,Maruti Suzuki,2019,400000,1500,Petrol,Maruti.png,4,Maruti_logo.png
407,Alto,Maruti Suzuki,2016,250000,2450,Petrol,Maruti.png,4,Maruti_logo.png
408,Alto,Maruti Suzuki,2019,425000,1625,Petrol,Maruti.png,4,Maruti_logo.png
409,Alto,Maruti Suzuki,2005,95000,65000,Petrol,Maruti.png,4,Maruti_logo.png
410,Baleno,Maruti Suzuki,2017,549000,32000,Diesel,Maruti.png,4,Maruti_logo.png
411,Baleno,Maruti Suzuki,2016,500000,28000,Petrol,Maruti.png,4,Maruti_logo.png
412,Baleno,Maruti Suzuki,2016,498000,22000,Petrol,Maruti.png,4,Maruti_logo.png
413,Baleno,Maruti Suzuki,2016,425000,40000,Petrol,Maruti.png,4,Maruti_logo.png
414,Baleno,Maruti Suzuki,2018,690000,1000,Petrol,Maruti.png,4,Maruti_logo.png
415,Celerio,Maruti Suzuki,2018,310000,37000,Petrol,Maruti.png,4,Maruti_logo.png
416,Ciaz,Maruti Suzuki,2016,700000,3350,Petrol,Maruti.png,4,Maruti_logo.png
417,Ciaz,Maruti Suzuki,2017,699000,14000,Petrol,Maruti.png,4,Maruti_logo.png
418,Ciaz,Maruti Suzuki,2016,650000,50000,Petrol,Maruti.png,4,Maruti_logo.png
419,Dzire,Maruti Suzuki,2013,349999,46000,Diesel,Maruti.png,4,Maruti_logo.png
420,Dzire,Maruti Suzuki,2009,220000,46000,Petrol,Maruti.png,4,Maruti_logo.png
421,Dzire,Maruti Suzuki,2015,450000,104000,Diesel,Maruti.png,4,Maruti_logo.png
422,Dzire,Maruti Suzuki,2013,380000,30000,Petrol,Maruti.png,4,Maruti_logo.png
423,Dzire,Maruti Suzuki,2012,299999,40000,Petrol,Maruti.png,4,Maruti_logo.png
424,Dzire,Maruti Suzuki,2014,424999,55000,Diesel,Maruti.png,4,Maruti_logo.png
425,Dzire,Maruti Suzuki,2015,444999,45000,Diesel,Maruti.png,4,Maruti_logo.png
426,Dzire,Maruti Suzuki,2017,488000,80000,Diesel,Maruti.png,4,Maruti_logo.png
427,Dzire,Maruti Suzuki,2013,380000,35000,Petrol,Maruti.png,4,Maruti_logo.png
428,Dzire,Maruti Suzuki,2014,374999,33000,Petrol,Maruti.png,4,Maruti_logo.png
429,Dzire,Maruti Suzuki,2009,210000,42000,Petrol,Maruti.png,4,Maruti_logo.png
430,Dzire,Maruti Suzuki,2016,325000,150000,Diesel,Maruti.png,4,Maruti_logo.png
431,Dzire,Maruti Suzuki,2016,450000,2500,Diesel,Maruti.png,4,Maruti_logo.png
432,Eeco,Maruti Suzuki,2015,251111,55000,Petrol,Maruti.png,4,Maruti_logo.png
433,Eeco,Maruti Suzuki,2015,255000,9300,Petrol,Maruti.png,4,Maruti_logo.png
434,Eeco,Maruti Suzuki,2013,290000,70000,LPG,Maruti.png,4,Maruti_logo.png
435,Eeco,Maruti Suzuki,2015,278000,39000,Petrol,Maruti.png,4,Maruti_logo.png
436,Ertiga,Maruti Suzuki,2016,635000,29000,Petrol,Maruti.png,4,Maruti_logo.png
437,Ertiga,Maruti Suzuki,2016,575000,29000,Petrol,Maruti.png,4,Maruti_logo.png
438,Ertiga,Maruti Suzuki,2013,485000,42000,Diesel,Maruti.png,4,Maruti_logo.png
439,Ertiga,Maruti Suzuki,2014,569999,45000,Petrol,Maruti.png,4,Maruti_logo.png
440,Ertiga,Maruti Suzuki,2015,524999,50000,Diesel,Maruti.png,4,Maruti_logo.png
441,Ertiga,Maruti Suzuki,2018,799999,9000,Diesel,Maruti.png,4,Maruti_logo.png
442,Ertiga,Maruti Suzuki,2013,450000,90000,Diesel,Maruti.png,4,Maruti_logo.png
443,Ertiga,Maruti Suzuki,2015,550000,75000,Petrol,Maruti.png,4,Maruti_logo.png
444,Ertiga,Maruti Suzuki,2016,730000,55000,Diesel,Maruti.png,4,Maruti_logo.png
445,Ertiga,Maruti Suzuki,2012,480000,51000,Diesel,Maruti.png,4,Maruti_logo.png
446,Ertiga,Maruti Suzuki,2013,485000,52500,Diesel,Maruti.png,4,Maruti_logo.png
447,Ertiga,Maruti Suzuki,2012,389700,39000,Diesel,Maruti.png,4,Maruti_logo.png
448,Ertiga,Maruti Suzuki,2013,475000,48000,Diesel,Maruti.png,4,Maruti_logo.png
449,Ertiga,Maruti Suzuki,2012,1000000,200000,Diesel,Maruti.png,4,Maruti_logo.png
450,Ertiga,Maruti Suzuki,2012,500000,48000,Diesel,Maruti.png,4,Maruti_logo.png
451,Esteem,Maruti Suzuki,2007,69999,51000,Petrol,Maruti.png,4,Maruti_logo.png
452,Esteem,Maruti Suzuki,2006,95000,45000,Petrol,Maruti.png,4,Maruti_logo.png
453,Estilo,Maruti Suzuki,2013,180000,65000,Petrol,Maruti.png,4,Maruti_logo.png
454,Estilo,Maruti Suzuki,2007,115000,36000,Petrol,Maruti.png,4,Maruti_logo.png
455,Maruti,Maruti Suzuki,2003,57000,56758,Petrol,Maruti.png,4,Maruti_logo.png
456,Maruti,Maruti Suzuki,1995,30000,55000,Petrol,Maruti.png,4,Maruti_logo.png
457,Maruti,Maruti Suzuki,2001,40000,75000,Petrol,Maruti.png,4,Maruti_logo.png
458,Omni,Maruti Suzuki,2001,70000,70000,Petrol,Maruti.png,4,Maruti_logo.png
459,Omni,Maruti Suzuki,2014,190000,6020,Petrol,Maruti.png,4,Maruti_logo.png
460,Omni,Maruti Suzuki,2012,160000,14000,Petrol,Maruti.png,4,Maruti_logo.png
461,Omni,Maruti Suzuki,2012,120000,160000,LPG,Maruti.png,4,Maruti_logo.png
462,Omni,Maruti Suzuki,2009,85000,45000,Petrol,Maruti.png,4,Maruti_logo.png
463,Omni,Maruti Suzuki,2009,85000,56000,Petrol,Maruti.png,4,Maruti_logo.png
464,Omni,Maruti Suzuki,2013,165000,25000,Petrol,Maruti.png,4,Maruti_logo.png
465,Omni,Maruti Suzuki,2017,240000,8000,Petrol,Maruti.png,4,Maruti_logo.png
466,Omni,Maruti Suzuki,2000,35999,60000,Petrol,Maruti.png,4,Maruti_logo.png
467,Ritz,Maruti Suzuki,2014,299999,19000,Petrol,Maruti.png,4,Maruti_logo.png
468,Ritz,Maruti Suzuki,2013,399999,33000,Diesel,Maruti.png,4,Maruti_logo.png
469,Ritz,Maruti Suzuki,2010,149000,40000,Petrol,Maruti.png,4,Maruti_logo.png
470,Ritz,Maruti Suzuki,2010,180000,72160,Diesel,Maruti.png,4,Maruti_logo.png
471,Ritz,Maruti Suzuki,2010,150000,38000,Diesel,Maruti.png,4,Maruti_logo.png
472,Ritz,Maruti Suzuki,2011,270000,50000,Petrol,Maruti.png,4,Maruti_logo.png
473,S,Maruti Suzuki,2016,615000,21000,Diesel,Maruti.png,4,Maruti_logo.png
474,Stingray,Maruti Suzuki,2015,315000,30000,Petrol,Maruti.png,4,Maruti_logo.png
475,Swift,Maruti Suzuki,2014,385000,35522,Diesel,Maruti.png,4,Maruti_logo.png
476,Swift,Maruti Suzuki,2017,180000,15487,Petrol,Maruti.png,4,Maruti_logo.png
477,Swift,Maruti Suzuki,2017,220000,30874,Petrol,Maruti.png,4,Maruti_logo.png
478,Swift,Maruti Suzuki,2014,390000,35000,Petrol,Maruti.png,4,Maruti_logo.png
479,Swift,Maruti Suzuki,2013,372000,13349,Petrol,Maruti.png,4,Maruti_logo.png
480,Swift,Maruti Suzuki,2007,125000,70000,Petrol,Maruti.png,4,Maruti_logo.png
481,Swift,Maruti Suzuki,2013,340000,41000,Petrol,Maruti.png,4,Maruti_logo.png
482,Swift,Maruti Suzuki,2010,189500,38500,Diesel,Maruti.png,4,Maruti_logo.png
483,Swift,Maruti Suzuki,2010,159500,43200,Diesel,Maruti.png,4,Maruti_logo.png
484,Swift,Maruti Suzuki,2011,209000,47000,Diesel,Maruti.png,4,Maruti_logo.png
485,Swift,Maruti Suzuki,2006,135000,45000,Petrol,Maruti.png,4,Maruti_logo.png
486,Swift,Maruti Suzuki,2011,225000,45000,Petrol,Maruti.png,4,Maruti_logo.png
487,Swift,Maruti Suzuki,2019,610000,73,Petrol,Maruti.png,4,Maruti_logo.png
488,Swift,Maruti Suzuki,2013,324999,45000,Diesel,Maruti.png,4,Maruti_logo.png
489,Swift,Maruti Suzuki,2016,350000,166000,Diesel,Maruti.png,4,Maruti_logo.png
